ressort,date,_id,author,title,keywords,intro,body
Deutschland,29. 11. 2020,6,6,6,6,6,6
Deutschland,14. 12. 2020,6,6,6,6,6,6
Deutschland,28. 11. 2020,6,6,6,6,6,6
Europa,27. 12. 2020,6,6,6,6,6,6
Deutschland,17. 12. 2020,6,6,6,6,6,6
Deutschland,15. 12. 2020,6,6,6,6,6,6
Ökologie,19. 11. 2020,6,6,6,6,6,6
Deutschland,5. 12. 2020,6,6,6,6,6,6
Alltag,29. 12. 2020,6,6,6,6,6,6
Deutschland,2. 12. 2020,6,6,6,6,6,6
Deutschland,27. 12. 2020,6,6,6,6,6,6
Künste,29. 12. 2020,6,6,6,6,6,6
Deutschland,8. 12. 2020,7,7,7,7,7,7
Europa,29. 12. 2020,7,7,7,7,7,7
Deutschland,11. 12. 2020,7,7,7,7,7,7
Alltag,25. 11. 2020,7,7,7,7,7,7
Deutschland,3. 12. 2020,7,7,7,7,7,7
Ökonomie,1. 12. 2020,7,7,7,7,7,7
Europa,20. 12. 2020,7,7,7,7,7,7
Deutschland,27. 11. 2020,7,7,7,7,7,7
Deutschland,30. 11. 2020,7,7,7,7,7,7
Deutschland,7. 12. 2020,8,8,8,8,8,8
Europa,22. 12. 2020,8,8,8,8,8,8
Deutschland,9. 12. 2020,8,8,8,8,8,8
Europa,17. 12. 2020,9,9,9,9,9,9
Deutschland,10. 12. 2020,10,10,10,10,10,10
Deutschland,1. 12. 2020,12,12,12,12,12,12
Deutschland,16. 12. 2020,12,12,12,12,12,12
